File	Lab	Experiment_type	Factor	Cell	Tissue	Datatype	Short_name	Individual	GEO_accession
UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01492.DS12774.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Mobilized_CD34_Primary_Cells.RO_01492+	Blood	Hotspots	CD34_Mobilised;	RO_01492+	GSM530659
UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01492.DS14206.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Mobilized_CD34_Primary_Cells.RO_01492+	Blood	Hotspots	CD34_Mobilised;	RO_01492+	GSM595919
UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01508.DS11202.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Mobilized_CD34_Primary_Cells.RO_01508+	Blood	Hotspots	CD34_Mobilised;	RO_01508+	GSM493386
UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01517.DS14129.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Mobilized_CD34_Primary_Cells.RO_01517+	Blood	Hotspots	CD34_Mobilised;	RO_01517+	GSM595917
UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01520.DS12785.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Mobilized_CD34_Primary_Cells.RO_01520+	Blood	Hotspots	CD34_Mobilised;	RO_01520+	GSM530660
UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01527.DS11666.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Mobilized_CD34_Primary_Cells.RO_01527+	Blood	Hotspots	CD34_Mobilised;	RO_01527+	GSM493387
UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01535.DS12274.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Mobilized_CD34_Primary_Cells.RO_01535+	Blood	Hotspots	CD34_Mobilised;	RO_01535+	GSM493384
UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01535.DS14197.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Mobilized_CD34_Primary_Cells.RO_01535+	Blood	Hotspots	CD34_Mobilised;	RO_01535+	GSM595918
UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01536.DS12339.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Mobilized_CD34_Primary_Cells.RO_01536+	Blood	Hotspots	CD34_Mobilised;	RO_01536+	GSM530652
UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01549.DS12734.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Mobilized_CD34_Primary_Cells.RO_01549+	Blood	Hotspots	CD34_Mobilised;	RO_01549+	GSM530657
UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01562.DS13196.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Mobilized_CD34_Primary_Cells.RO_01562+	Blood	Hotspots	CD34_Mobilised;	RO_01562+	GSM530663
UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01701.DS17112.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Mobilized_CD34_Primary_Cells.RO_01701+	Blood	Hotspots	CD34_Mobilised;	RO_01701+	GSM774208
UW.Mobilized_CD4_Primary_Cells.ChromatinAccessibility.RO_01679.DS16955.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Mobilized_CD4_Primary_Cells.RO_01679+	Blood	Hotspots	CD4_Mobilised;	RO_01679+	GSM701489
UW.Mobilized_CD4_Primary_Cells.ChromatinAccessibility.RO_01701.DS17175.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Mobilized_CD4_Primary_Cells.RO_01701+	Blood	Hotspots	CD4_Mobilised;	RO_01701+	GSM701491
UW.Mobilized_CD56_Primary_Cells.ChromatinAccessibility.RO_01689.DS16376.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Mobilized_CD56_Primary_Cells.RO_01689+	Blood	Hotspots	CD56_Mobilised;	RO_01689+	GSM665820
UW.Mobilized_CD8_Primary_Cells.ChromatinAccessibility.RO_01679.DS16962.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Mobilized_CD8_Primary_Cells.RO_01679+	Blood	Hotspots	CD8_Mobilised;	RO_01679+	GSM817160
UW.Penis_Foreskin_Fibroblast_Primary_Cells.ChromatinAccessibility.skin01.DS18224.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Penis_Foreskin_Fibroblast_Primary_Cells.skin01	Fibroblast	Hotspots	Penis_Foreskin_Fibroblast	skin01	GSM774240
UW.Penis_Foreskin_Fibroblast_Primary_Cells.ChromatinAccessibility.skin01.DS18229.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Penis_Foreskin_Fibroblast_Primary_Cells.skin01	Fibroblast	Hotspots	Penis_Foreskin_Fibroblast	skin01	GSM774241
UW.Penis_Foreskin_Fibroblast_Primary_Cells.ChromatinAccessibility.skin02.DS18252.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Penis_Foreskin_Fibroblast_Primary_Cells.skin02	Fibroblast	Hotspots	Penis_Foreskin_Fibroblast	skin02	GSM817169
UW.Penis_Foreskin_Fibroblast_Primary_Cells.ChromatinAccessibility.skin02.DS18256.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Penis_Foreskin_Fibroblast_Primary_Cells.skin02	Fibroblast	Hotspots	Penis_Foreskin_Fibroblast	skin02	GSM817170
UW.Penis_Foreskin_Keratinocyte_Primary_Cells.ChromatinAccessibility.skin01.DS18692.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Penis_Foreskin_Keratinocyte_Primary_Cells.skin01	Skin	Hotspots	Penis_Foreskin_Keratinocyte	skin01	GSM817194
UW.Penis_Foreskin_Keratinocyte_Primary_Cells.ChromatinAccessibility.skin01.DS18695.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Penis_Foreskin_Keratinocyte_Primary_Cells.skin01	Skin	Hotspots	Penis_Foreskin_Keratinocyte	skin01	GSM817195
UW.Penis_Foreskin_Keratinocyte_Primary_Cells.ChromatinAccessibility.skin02.DS18714.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Penis_Foreskin_Keratinocyte_Primary_Cells.skin02	Skin	Hotspots	Penis_Foreskin_Keratinocyte	skin02	GSM817196
UW.Penis_Foreskin_Keratinocyte_Primary_Cells.ChromatinAccessibility.skin02.DS18718.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Penis_Foreskin_Keratinocyte_Primary_Cells.skin02	Skin	Hotspots	Penis_Foreskin_Keratinocyte	skin02	GSM817197
UW.Penis_Foreskin_Melanocyte_Primary_Cells.ChromatinAccessibility.skin01.DS18590.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Penis_Foreskin_Melanocyte_Primary_Cells.skin01	Skin	Hotspots	Penis_Foreskin_Melanocyte	skin01	GSM774243
UW.Penis_Foreskin_Melanocyte_Primary_Cells.ChromatinAccessibility.skin01.DS18601.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Penis_Foreskin_Melanocyte_Primary_Cells.skin01	Skin	Hotspots	Penis_Foreskin_Melanocyte	skin01	GSM774244
